Data,Rainfall (mm/day),PET_PTaylor (mm/day),Flow (mm/day)
01/01/1986,6,2.7970,0.3132
02/01/1986,0,2.8084,0.3324
03/01/1986,0,2.7822,0.3132
04/01/1986,2.9,3.8507,0.2939
05/01/1986,0,2.7529,0.3132
06/01/1986,0,2.7002,0.2654
07/01/1986,0,3.6401,0.3132
08/01/1986,0,6.3084,0.2516
09/01/1986,1.5,5.1156,0.2654
10/01/1986,0.6,5.4368,0.2801
11/01/1986,5.3,7.3031,0.3517
12/01/1986,6.2,4.8012,0.2939
13/01/1986,14,3.6740,0.5345
14/01/1986,0,3.1667,0.3903
15/01/1986,0,2.8189,0.2939
16/01/1986,0,3.7927,0.2654
17/01/1986,0,3.2725,0.2801
18/01/1986,1.3,3.6488,0.2654
19/01/1986,27.3,6.2454,0.2801
20/01/1986,17.5,2.9159,0.7503
21/01/1986,0.3,3.4115,0.7751
22/01/1986,11,2.7463,0.4482
23/01/1986,1.3,3.9366,0.4482
24/01/1986,0,6.7331,0.3517
25/01/1986,0,5.4379,0.3517
26/01/1986,0,4.0182,0.3132
27/01/1986,1.6,3.0105,0.2939
28/01/1986,3,3.6933,0.3517
29/01/1986,0,4.1460,0.3903
30/01/1986,29.6,6.4791,0.2801
31/01/1986,4.2,5.1564,0.4289
01/02/1986,10.7,5.8195,0.5584
02/02/1986,4.7,4.6233,0.4289
03/02/1986,0,5.7271,0.3903
04/02/1986,0,5.9430,0.4096
05/02/1986,0,4.6394,0.3324
06/02/1986,0,5.7127,0.3903
07/02/1986,1.1,5.0832,0.3324
08/02/1986,0,3.6284,0.2939
09/02/1986,7.8,3.5680,0.2939
10/02/1986,0,3.9932,0.7503
11/02/1986,0,3.7078,0.4674
12/02/1986,1.2,6.7247,0.3710
13/02/1986,0,6.3760,0.3710
14/02/1986,0.7,6.3102,0.3710
15/02/1986,0,6.2789,0.3324
16/02/1986,13.6,6.8511,0.3324
17/02/1986,0,6.7052,0.7751
18/02/1986,15.6,5.5887,0.4674
19/02/1986,0,3.8584,1.7173
20/02/1986,8.8,4.3696,0.4674
21/02/1986,0,5.5738,0.4289
22/02/1986,2.4,6.5277,0.4674
23/02/1986,3.5,7.1883,0.4289
24/02/1986,4.2,7.0159,0.4867
25/02/1986,3.4,4.8894,0.4096
26/02/1986,5.4,4.0724,0.4096
27/02/1986,2.5,3.4714,0.4096
28/02/1986,10.6,3.4613,0.3903
01/03/1986,5.2,3.8254,0.5584
02/03/1986,0,6.2189,0.4482
03/03/1986,0,5.9365,0.4482
04/03/1986,0.6,6.0683,0.3903
05/03/1986,0,5.8149,0.3710
06/03/1986,0,5.8225,0.3710
07/03/1986,8.2,6.4022,0.3324
08/03/1986,0,6.1556,0.5106
09/03/1986,0,5.0602,0.3903
10/03/1986,4.5,5.6338,0.3710
11/03/1986,8.3,6.4361,0.4289
12/03/1986,0,5.6672,0.5106
13/03/1986,3.6,5.4446,0.4096
14/03/1986,0,3.2161,0.6061
15/03/1986,19.1,6.0594,0.5584
16/03/1986,0.7,3.1511,0.8495
17/03/1986,13.1,2.8741,0.8743
18/03/1986,36.6,3.4864,1.4326
19/03/1986,0,2.4289,2.2591
20/03/1986,0,4.1746,0.6777
21/03/1986,0,4.2858,0.5345
22/03/1986,0,3.3954,0.4482
23/03/1986,0,5.2517,0.4482
24/03/1986,6.7,4.6989,0.4867
25/03/1986,0,5.3666,0.5584
26/03/1986,9.9,4.0073,0.5106
27/03/1986,0,5.1014,0.5822
28/03/1986,0,4.2282,0.4482
29/03/1986,0,5.2924,0.3903
30/03/1986,0,5.6065,0.3517
31/03/1986,0,4.4630,0.3517
01/04/1986,0,5.0140,0.3710
02/04/1986,0,5.3025,0.3517
03/04/1986,0,4.8837,0.2939
04/04/1986,0,4.0617,0.2939
05/04/1986,0,5.4603,0.2939
06/04/1986,16.4,4.8580,0.2939
07/04/1986,0,2.5587,0.4482
08/04/1986,0,2.3440,0.4482
09/04/1986,0,4.6178,0.3903
10/04/1986,0,4.9940,0.3324
11/04/1986,0,5.1741,0.2939
12/04/1986,0,4.1494,0.3517
13/04/1986,12.7,4.1857,0.3132
14/04/1986,16.1,4.9816,0.3324
15/04/1986,0,3.1881,0.5822
16/04/1986,0,3.4888,0.4674
17/04/1986,0,3.7580,0.3903
18/04/1986,0,4.0673,0.3710
19/04/1986,0,4.1939,0.3517
20/04/1986,20.7,3.2887,0.3324
21/04/1986,17.2,2.5868,0.5106
22/04/1986,0,3.6064,0.7016
23/04/1986,0,4.2428,0.5106
24/04/1986,0,4.2351,0.4289
25/04/1986,10.1,3.1341,0.3517
26/04/1986,4.2,2.8848,0.6061
27/04/1986,9,1.8019,0.7999
28/04/1986,0,1.7933,0.4674
29/04/1986,0,1.7962,0.4096
30/04/1986,0,3.2481,0.4289
01/05/1986,0,3.5726,0.3903
02/05/1986,0,3.3879,0.3517
03/05/1986,0,3.3795,0.3324
04/05/1986,0,3.3668,0.3710
05/05/1986,0,3.3116,0.3517
06/05/1986,5.9,3.2759,0.3517
07/05/1986,0,3.1612,0.3517
08/05/1986,0.8,2.7697,0.3903
09/05/1986,4.4,1.5561,0.3903
10/05/1986,0.2,3.2010,0.4289
11/05/1986,15.1,2.1441,0.3710
12/05/1986,12.4,3.1925,0.6539
13/05/1986,0.8,3.0912,1.0561
14/05/1986,0,2.5295,0.7503
15/05/1986,0,2.9310,0.5584
16/05/1986,0,3.3026,0.4482
17/05/1986,34.2,3.1415,0.4482
18/05/1986,0,2.3541,1.3959
19/05/1986,0,1.6747,1.1479
20/05/1986,1,2.9614,0.7999
21/05/1986,0,2.5734,0.6300
22/05/1986,0,1.2650,0.5822
23/05/1986,0,1.5225,0.4674
24/05/1986,4.4,2.7860,0.4867
25/05/1986,0.8,2.7941,0.4867
26/05/1986,0,2.6894,0.4674
27/05/1986,0,2.5603,0.4867
28/05/1986,0,2.8326,0.4674
29/05/1986,3.7,2.5373,0.4482
30/05/1986,25.3,2.6009,0.5584
31/05/1986,0,1.2104,1.0286
01/06/1986,0,1.6310,0.5822
02/06/1986,0,1.0663,0.4867
03/06/1986,0,1.2845,0.4867
04/06/1986,0,2.3048,0.4674
05/06/1986,0,2.3485,0.4096
06/06/1986,0,2.2162,0.4096
07/06/1986,0,2.2467,0.4096
08/06/1986,0,2.3976,0.4096
09/06/1986,0,2.4525,0.4096
10/06/1986,0,2.3844,0.4096
11/06/1986,0,2.1403,0.4096
12/06/1986,0,2.2591,0.4289
13/06/1986,1.9,2.5181,0.4096
14/06/1986,0,2.5628,0.4096
15/06/1986,1.9,2.3358,0.3903
16/06/1986,0,2.2515,0.3710
17/06/1986,0,2.0395,0.4096
18/06/1986,0,1.6212,0.3903
19/06/1986,0,2.1307,0.3517
20/06/1986,0,2.0651,0.3324
21/06/1986,0,2.1966,0.3710
22/06/1986,0,2.4091,0.3324
23/06/1986,0,2.2107,0.3517
24/06/1986,0.3,2.1581,0.3710
25/06/1986,0,1.9076,0.3517
26/06/1986,0,1.9285,0.3324
27/06/1986,0,1.6609,0.3324
28/06/1986,0,1.8147,0.3324
29/06/1986,0,1.9666,0.3324
30/06/1986,0,2.2445,0.3324
01/07/1986,5.7,2.3938,0.3903
02/07/1986,0.1,2.1345,0.4289
03/07/1986,0,2.1989,0.3132
04/07/1986,4.3,2.3846,0.3324
05/07/1986,0,2.3804,0.3324
06/07/1986,0.6,2.0019,0.3324
07/07/1986,0.5,1.8881,0.3324
08/07/1986,0.7,2.1946,0.3324
09/07/1986,1.6,2.2555,0.3324
10/07/1986,0,2.3426,0.3710
11/07/1986,0,2.1839,0.3324
12/07/1986,0,1.7233,0.3324
13/07/1986,0,1.9723,0.3132
14/07/1986,0,2.1717,0.2939
15/07/1986,0,1.7136,0.2939
16/07/1986,0,1.2981,0.2939
17/07/1986,0,1.2489,0.2939
18/07/1986,0.2,1.7564,0.2939
19/07/1986,0.3,2.7333,0.2939
20/07/1986,12.5,2.8563,0.2939
21/07/1986,21.3,2.3302,0.6061
22/07/1986,0,2.1664,0.7999
23/07/1986,0.6,1.2145,0.5822
24/07/1986,0,1.4109,0.4482
25/07/1986,0,1.3101,0.3903
26/07/1986,0,2.0802,0.3903
27/07/1986,0,1.7497,0.3517
28/07/1986,0,1.2558,0.3710
29/07/1986,0,2.6050,0.3710
30/07/1986,0,2.7479,0.3710
31/07/1986,0,2.7606,0.3710
01/08/1986,0,2.3714,0.3710
02/08/1986,0,2.5294,0.3324
03/08/1986,0,2.8175,0.3324
04/08/1986,0,3.2270,0.3132
05/08/1986,0,3.0366,0.3132
06/08/1986,0,3.5056,0.3132
07/08/1986,0,3.2951,0.3324
08/08/1986,0,3.1911,0.2939
09/08/1986,0,2.8327,0.3132
10/08/1986,0,2.8588,0.3324
11/08/1986,20.7,2.5710,0.3132
12/08/1986,2.2,3.1857,0.9275
13/08/1986,47.5,3.1526,0.9459
14/08/1986,15,3.2917,2.4887
15/08/1986,0,3.3578,3.2234
16/08/1986,6.4,3.5024,1.0286
17/08/1986,0,3.1582,0.7751
18/08/1986,0,2.8777,0.6061
19/08/1986,0,3.1768,0.6061
20/08/1986,0,3.2587,0.5822
21/08/1986,0,3.2810,0.5106
22/08/1986,26.2,3.5767,0.4867
23/08/1986,0,3.6251,2.4428
24/08/1986,0,3.2712,1.1755
25/08/1986,0,3.4684,0.7503
26/08/1986,0,3.0053,0.7503
27/08/1986,0,3.3434,0.5584
28/08/1986,0,3.2505,0.4867
29/08/1986,0,3.1101,0.4867
30/08/1986,0,2.9978,0.4867
31/08/1986,2.1,3.7251,0.4674
01/09/1986,0,3.7256,0.4674
02/09/1986,3,3.7662,0.4482
03/09/1986,0,4.1187,0.4482
04/09/1986,12.9,4.3105,0.4674
05/09/1986,0,3.9468,0.6539
06/09/1986,0,3.9497,0.5584
07/09/1986,0,4.2365,0.4867
08/09/1986,0,4.4617,0.4482
09/09/1986,0,4.5569,0.4289
10/09/1986,0,4.3613,0.4096
11/09/1986,0,4.3259,0.4096
12/09/1986,0,4.2855,0.4096
13/09/1986,0,4.2513,0.3710
14/09/1986,0,4.2653,0.3710
15/09/1986,0,4.7243,0.3710
16/09/1986,0,4.4216,0.4289
17/09/1986,1.2,5.0371,0.3903
18/09/1986,9,4.7342,0.3324
19/09/1986,2.6,3.0398,0.4289
20/09/1986,0,4.3769,0.4096
21/09/1986,0,3.8180,0.4482
22/09/1986,2.2,4.5183,0.4867
23/09/1986,3.9,4.9489,0.4289
24/09/1986,6.9,2.1124,0.3710
25/09/1986,7.1,3.4520,0.4096
26/09/1986,0,4.2365,0.4867
27/09/1986,1.8,3.6131,0.5345
28/09/1986,3.5,2.4305,0.4289
29/09/1986,0,4.5818,0.3903
30/09/1986,0,4.9624,0.3710
01/10/1986,0,3.5550,0.3903
02/10/1986,0,4.7303,0.3710
03/10/1986,0,5.0567,0.3710
04/10/1986,0,4.7076,0.3710
05/10/1986,0,4.1520,0.3324
06/10/1986,0,3.2026,0.3132
07/10/1986,0,4.2668,0.3710
08/10/1986,0,5.7541,0.3710
09/10/1986,21,4.8826,0.2801
10/10/1986,0,4.9766,1.8000
11/10/1986,0,3.6502,0.6539
12/10/1986,0,5.2527,0.5584
13/10/1986,0,2.5417,0.4482
14/10/1986,0,2.1860,0.4096
15/10/1986,1.6,3.9029,0.3710
16/10/1986,3.7,4.3662,0.3710
17/10/1986,4.4,5.5424,0.3710
18/10/1986,30.1,3.0949,1.2581
19/10/1986,8.9,4.0183,1.5612
20/10/1986,17.6,5.3111,1.0561
21/10/1986,6.7,4.7863,0.8743
22/10/1986,0,5.3356,0.6539
23/10/1986,0,2.1357,0.5106
24/10/1986,0,2.0252,0.4674
25/10/1986,0,2.1862,0.4482
26/10/1986,0,5.2426,0.4482
27/10/1986,0,5.8915,0.4482
28/10/1986,0,6.2102,0.4482
29/10/1986,3.4,6.0312,0.4096
30/10/1986,1.1,4.7296,0.4482
31/10/1986,5.9,5.0559,0.4482
01/11/1986,4.3,5.0744,0.4482
02/11/1986,0.5,4.1526,0.4096
03/11/1986,4.7,5.0934,0.4289
04/11/1986,2.9,2.7014,0.8247
05/11/1986,11,4.0911,0.6777
06/11/1986,0,2.6164,1.4602
07/11/1986,0,5.1330,1.4602
08/11/1986,0,3.3568,0.6777
09/11/1986,17.6,3.9584,0.5106
10/11/1986,26.5,3.1487,0.8247
11/11/1986,0,2.3391,2.8010
12/11/1986,0,2.7578,1.6806
13/11/1986,0,3.1751,1.0837
14/11/1986,0,3.4827,0.9459
15/11/1986,0,2.4566,0.8743
16/11/1986,0,4.9275,0.8247
17/11/1986,0,6.7939,0.8247
18/11/1986,0,6.6508,0.5584
19/11/1986,0,4.3323,0.5106
20/11/1986,0.8,6.0549,0.4482
21/11/1986,0,7.1908,0.4482
22/11/1986,2.3,7.2689,0.4482
23/11/1986,0,6.9862,0.4482
24/11/1986,0,5.4778,0.4674
25/11/1986,9.9,2.7840,0.4289
26/11/1986,7.9,4.5772,1.4602
27/11/1986,0,7.3467,0.7999
28/11/1986,5.9,7.8831,0.6061
29/11/1986,19.1,7.3071,0.6300
30/11/1986,6.3,7.1179,0.8991
01/12/1986,1.8,6.0970,0.7751
02/12/1986,4.5,7.8859,0.7016
03/12/1986,10.6,7.6455,0.8247
04/12/1986,0,6.9216,0.6300
05/12/1986,3.6,2.7794,0.6300
06/12/1986,0,5.4657,0.6300
07/12/1986,24.3,4.2671,0.6300
08/12/1986,1.1,4.5778,1.5336
09/12/1986,0,4.1285,0.7999
10/12/1986,0,4.5515,0.6061
11/12/1986,0,2.9940,0.5822
12/12/1986,1.2,2.7903,0.6061
13/12/1986,27.4,2.8893,0.5106
14/12/1986,0,4.2298,0.9734
15/12/1986,0,6.3302,0.6300
16/12/1986,0.2,7.2522,0.5584
17/12/1986,69.8,8.1935,0.5584
18/12/1986,24.6,4.6691,4.7203
19/12/1986,0,2.4855,7.2366
20/12/1986,0,3.3201,3.3612
21/12/1986,15.1,6.1142,2.8010
22/12/1986,0,6.7835,1.9561
23/12/1986,0,6.6236,1.3592
24/12/1986,0,4.7027,1.1755
25/12/1986,0,4.1257,0.9459
26/12/1986,7.6,5.3798,0.8495
27/12/1986,16.3,6.8879,0.8247
28/12/1986,30.7,7.8681,1.9102
29/12/1986,0,7.2379,3.5173
30/12/1986,0,6.6095,1.5979
31/12/1986,0,5.9210,0.9734
01/01/1987,3.2,4.1046,0.9459
02/01/1987,0,3.4984,0.8991
03/01/1987,0,4.9389,0.8743
04/01/1987,0,5.9741,0.8247
05/01/1987,0,4.3956,0.7751
06/01/1987,1.1,4.9828,0.7503
07/01/1987,0,5.7446,0.7016
08/01/1987,0,7.6361,0.6539
09/01/1987,3.5,7.4244,0.6300
10/01/1987,12.7,8.0564,0.7255
11/01/1987,4.1,5.8889,1.0010
12/01/1987,11.7,4.0829,1.2306
13/01/1987,25.5,2.8803,1.1755
14/01/1987,2.7,3.4374,0.9275
15/01/1987,22.5,4.3165,0.7999
16/01/1987,17.5,6.3267,4.6560
17/01/1987,0,5.3313,3.6183
18/01/1987,0,3.8304,1.6806
19/01/1987,0,3.8069,1.1204
20/01/1987,0,2.8937,1.0010
21/01/1987,0,3.2617,0.9459
22/01/1987,26,3.5721,0.8247
23/01/1987,0,3.0265,0.7751
24/01/1987,0.8,3.0234,0.7751
25/01/1987,0,5.9954,0.7751
26/01/1987,0.6,3.6996,0.7751
27/01/1987,1.1,2.7560,0.7999
28/01/1987,0,2.6980,0.7016
29/01/1987,2.3,2.7704,0.6061
30/01/1987,1.7,3.3043,0.6061
31/01/1987,3.7,7.2072,0.6061
01/02/1987,14.9,6.2062,0.6539
02/02/1987,11.2,6.5206,0.7016
03/02/1987,2,5.0570,0.7999
04/02/1987,3.3,4.3934,0.7503
05/02/1987,18.7,4.3891,0.7255
06/02/1987,13.1,3.0896,1.1204
07/02/1987,4.4,5.0814,2.3969
08/02/1987,26.7,7.2439,1.5979
09/02/1987,5.8,4.8250,3.2234
10/02/1987,0,4.8656,1.4326
11/02/1987,3,5.2215,1.0837
12/02/1987,4.9,5.4736,0.9734
13/02/1987,0,4.0506,0.9459
14/02/1987,7.6,4.7683,0.9275
15/02/1987,11.2,3.8455,1.1479
16/02/1987,4.4,5.1149,1.2030
17/02/1987,3.5,4.7830,1.2581
18/02/1987,14.7,5.7848,0.8743
19/02/1987,3.1,5.7297,1.0837
20/02/1987,0,4.9585,1.8000
21/02/1987,6.6,3.6704,1.2306
22/02/1987,1.3,4.6199,1.1204
23/02/1987,0,2.6590,0.9275
24/02/1987,0,2.9247,0.8247
25/02/1987,1.7,5.8304,0.7503
26/02/1987,0,5.5460,0.7016
27/02/1987,0,4.7042,0.6777
28/02/1987,0,4.4594,0.6777
01/03/1987,0,2.5176,0.6777
02/03/1987,1.2,5.8831,0.6777
03/03/1987,0,6.2283,0.6777
04/03/1987,0,6.5035,0.6777
05/03/1987,0,6.9313,0.6300
06/03/1987,0,6.4645,0.6061
07/03/1987,2.5,6.4924,0.5822
08/03/1987,0,6.2044,0.5822
09/03/1987,5,5.5582,0.5345
10/03/1987,0,4.0761,0.5822
11/03/1987,0.5,3.7115,0.5822
12/03/1987,0,3.2695,0.5584
13/03/1987,0,2.4108,0.5345
14/03/1987,0,2.2888,0.5345
15/03/1987,0,2.2066,0.5345
16/03/1987,0,2.2982,0.5345
17/03/1987,0,2.1732,0.5106
18/03/1987,0,2.2474,0.4867
19/03/1987,9.8,4.8245,0.4867
20/03/1987,0,4.8491,0.4867
21/03/1987,0,4.3453,0.5584
22/03/1987,0,3.1446,0.5584
23/03/1987,0,3.6422,0.5106
24/03/1987,4.8,4.5005,0.4867
25/03/1987,9,4.9098,0.4867
26/03/1987,3.8,4.8976,0.4482
27/03/1987,0,4.5144,0.6539
28/03/1987,0,5.1524,0.6061
29/03/1987,0,5.1128,0.5584
30/03/1987,0,5.3814,0.4867
31/03/1987,3.4,4.6897,0.4482
01/04/1987,3.4,4.8715,0.5106
02/04/1987,32.3,4.5501,0.5822
03/04/1987,0.7,1.8655,1.0837
04/04/1987,0,1.9814,0.8495
05/04/1987,0,2.7611,0.5345
06/04/1987,0,3.8270,0.5345
07/04/1987,0,2.4459,0.5345
08/04/1987,0,2.8854,0.4867
09/04/1987,5.7,2.1327,0.4867
10/04/1987,0,3.8278,0.4867
11/04/1987,2.9,4.0581,0.4674
12/04/1987,11.8,4.9720,0.6300
13/04/1987,50.5,3.4037,0.7255
14/04/1987,5.4,3.6980,3.4163
15/04/1987,0,2.0101,2.2591
16/04/1987,0,2.2461,0.9459
17/04/1987,0,2.6451,0.6061
18/04/1987,0,4.2262,0.5345
19/04/1987,1.8,4.3359,0.5345
20/04/1987,29,2.2039,3.7193
21/04/1987,0,2.0087,4.1418
22/04/1987,0,2.0017,1.0837
23/04/1987,1.7,4.0247,0.7503
24/04/1987,0,3.7115,0.7255
25/04/1987,0,3.7662,0.6539
26/04/1987,0,3.0945,0.6300
27/04/1987,3,3.5527,0.6300
28/04/1987,0.3,3.2489,0.6300
29/04/1987,0,2.4190,0.6300
30/04/1987,0,3.7064,0.6061
01/05/1987,0,1.7934,0.5584
02/05/1987,0,1.6917,0.4867
03/05/1987,0,1.5748,0.4867
04/05/1987,8.7,2.7791,0.4867
05/05/1987,6.5,3.3757,0.4867
06/05/1987,15.5,3.3348,0.8495
07/05/1987,67.3,3.8932,1.0286
08/05/1987,28.2,3.3816,6.5203
09/05/1987,0,2.3528,7.1356
10/05/1987,0,2.0828,2.3510
11/05/1987,4.5,2.6245,1.4602
12/05/1987,10.4,2.5193,1.5612
13/05/1987,0,2.1770,1.5336
14/05/1987,31.4,1.5291,1.1755
15/05/1987,38.8,2.5872,7.5488
16/05/1987,15.9,1.9473,7.5488
17/05/1987,5.6,2.2533,2.5806
18/05/1987,30.6,1.9674,2.3510
19/05/1987,27.4,3.0695,3.0306
20/05/1987,30.3,2.4574,6.9335
21/05/1987,0,2.5150,11.5712
22/05/1987,0,2.3776,6.5203
23/05/1987,0,2.3981,4.5366
24/05/1987,0,2.4197,3.0306
25/05/1987,0,1.7982,2.6724
26/05/1987,0.6,1.8014,2.5806
27/05/1987,1.5,2.1145,2.1306
28/05/1987,0.5,2.1144,2.0387
29/05/1987,0.4,2.2372,1.9561
30/05/1987,0,1.1065,1.8367
31/05/1987,0,1.2580,1.7173
01/06/1987,0,1.6081,1.5979
02/06/1987,2.2,1.4602,1.5612
03/06/1987,0,2.4649,1.5979
04/06/1987,0,2.3934,1.5336
05/06/1987,1,1.6446,1.4969
06/06/1987,7.6,2.2744,1.5612
07/06/1987,8.6,2.0469,1.8367
08/06/1987,0,1.8562,1.4969
09/06/1987,0,2.4044,1.4602
10/06/1987,0,2.2284,1.4326
11/06/1987,0,1.9183,1.3592
12/06/1987,8.1,2.1712,1.2030
13/06/1987,35.8,2.1804,1.6347
14/06/1987,43.8,2.0224,3.0306
15/06/1987,25.3,2.2251,8.5315
16/06/1987,8.9,1.2522,7.5488
17/06/1987,0,1.6515,4.1969
18/06/1987,0,1.4173,2.9387
19/06/1987,0,1.5333,2.4887
20/06/1987,0,1.5793,2.3510
21/06/1987,0,1.7189,2.2591
22/06/1987,6.9,1.4193,2.0387
23/06/1987,0,1.1793,2.2591
24/06/1987,0,1.3360,1.9561
25/06/1987,0,0.9646,1.9102
26/06/1987,0,1.1870,1.5979
27/06/1987,0,1.4763,1.5336
28/06/1987,0,1.9554,1.5336
29/06/1987,0,2.0404,1.5336
30/06/1987,0,1.8075,1.5336
01/07/1987,0,2.0561,1.5336
02/07/1987,0,1.6648,1.5336
03/07/1987,0,1.4885,1.4602
04/07/1987,0,1.7732,1.4602
05/07/1987,0,1.7787,1.4602
06/07/1987,0.2,2.1463,1.3959
07/07/1987,23.7,2.4075,1.4602
08/07/1987,11.7,2.2326,2.8010
09/07/1987,0.2,2.3375,2.8928
10/07/1987,0,2.2359,1.5612
11/07/1987,0,2.3581,1.3224
12/07/1987,0,2.5260,1.2581
13/07/1987,0,2.8259,1.2581
14/07/1987,0,2.7462,1.2306
15/07/1987,0,2.5951,1.2306
16/07/1987,0,2.4323,0.9734
17/07/1987,0,2.4436,1.1479
18/07/1987,0,2.5489,1.1479
19/07/1987,0.2,2.6310,1.0561
20/07/1987,0,2.6039,0.9734
21/07/1987,0,2.3212,0.9734
22/07/1987,0,2.4364,0.9734
23/07/1987,0,2.6156,0.9734
24/07/1987,0,2.6389,0.9734
25/07/1987,0,2.7964,0.9734
26/07/1987,0,2.7458,0.9734
27/07/1987,0,3.0196,0.9734
28/07/1987,0,3.0317,0.7255
29/07/1987,14,2.6721,0.7255
30/07/1987,1.2,2.4900,1.2306
31/07/1987,0,2.1790,0.9734
01/08/1987,0,1.7947,0.8495
02/08/1987,0.1,2.3394,0.4867
03/08/1987,0,1.2951,0.4867
04/08/1987,0.2,1.3009,0.4867
05/08/1987,21.8,2.8617,0.8495
06/08/1987,3,2.0110,1.8000
07/08/1987,1.2,2.0800,1.1755
08/08/1987,0.1,2.0981,0.9734
09/08/1987,0.1,1.2460,0.4867
10/08/1987,0,1.6122,0.6061
11/08/1987,0,2.6108,0.4867
12/08/1987,0.4,3.6110,0.4867
13/08/1987,0,3.4568,0.4867
14/08/1987,0,2.4246,0.4867
15/08/1987,0,3.0104,0.4867
16/08/1987,23.2,3.9375,0.4867
17/08/1987,0,2.9470,1.8000
18/08/1987,0,2.4750,0.4867
19/08/1987,0.2,2.8939,0.4867
20/08/1987,0.1,2.9361,0.4867
21/08/1987,0,2.9081,0.7751
22/08/1987,0,2.9744,0.7751
23/08/1987,0.1,3.2000,0.7751
24/08/1987,0,3.2601,0.7751
25/08/1987,0,3.2538,0.7999
26/08/1987,0,3.4091,0.7751
27/08/1987,0,4.1418,0.7016
28/08/1987,0,4.0523,0.7255
29/08/1987,0,3.7153,0.7016
30/08/1987,3.7,2.8355,0.7503
31/08/1987,0,2.7502,0.7751
01/09/1987,0,3.2759,0.7255
02/09/1987,7.9,4.0068,0.7255
03/09/1987,0,3.5777,0.8247
04/09/1987,0,3.4581,0.7503
05/09/1987,10,3.3795,0.6777
06/09/1987,0,3.9820,0.8743
07/09/1987,0,3.2427,0.7751
08/09/1987,0,1.9360,0.7016
09/09/1987,0,2.3367,0.6539
10/09/1987,11,5.0573,0.6777
11/09/1987,6.9,3.6692,0.8743
12/09/1987,0,4.0064,0.8991
13/09/1987,0,3.9061,0.8247
14/09/1987,0,2.0308,0.7255
15/09/1987,14,3.2512,0.6777
16/09/1987,16.2,3.5197,1.5612
17/09/1987,1.2,4.2310,1.2949
18/09/1987,0.1,4.2607,0.8495
19/09/1987,0,4.4547,0.7999
20/09/1987,5.5,3.6040,0.6777
21/09/1987,0.8,2.2395,0.8247
22/09/1987,0,1.9325,0.7503
23/09/1987,6,4.2620,0.7016
24/09/1987,0.1,4.6538,0.6777
25/09/1987,0,4.8408,0.6539
26/09/1987,0,3.7874,0.6777
27/09/1987,2,3.8110,0.6777
28/09/1987,0,4.6249,0.6777
29/09/1987,7.7,5.0325,0.7503
30/09/1987,7.2,4.5501,0.7751
01/10/1987,28.7,2.6337,1.9102
02/10/1987,0,4.0776,1.6347
03/10/1987,0.1,1.9296,0.9734
04/10/1987,0,3.8257,0.7999
05/10/1987,12.6,3.4633,0.7751
06/10/1987,0,2.8902,1.1755
07/10/1987,0,2.1902,0.8743
08/10/1987,0,2.8840,0.7751
09/10/1987,0,5.5399,0.7255
10/10/1987,0,3.9530,0.6539
11/10/1987,0,4.0358,0.6061
12/10/1987,2.5,4.5812,0.5822
13/10/1987,8.7,5.2618,0.7255
14/10/1987,1.7,5.2190,0.7255
15/10/1987,0,5.5167,0.6777
16/10/1987,11.5,4.9531,0.7255
17/10/1987,0.1,5.2040,1.0286
18/10/1987,35.1,2.3852,0.7751
19/10/1987,0.3,2.4573,2.8010
20/10/1987,0,2.3367,1.2581
21/10/1987,0.4,4.7223,0.9275
22/10/1987,0,3.0329,0.8743
23/10/1987,0,2.9891,0.7751
24/10/1987,1,6.0623,0.7255
25/10/1987,1.1,5.4628,0.7503
26/10/1987,0,5.9295,0.5822
27/10/1987,1.2,5.3687,0.7751
28/10/1987,7.9,4.3662,0.7751
29/10/1987,0,4.1092,0.6061
30/10/1987,0,5.4628,0.6777
31/10/1987,0,2.5878,0.6300
01/11/1987,0,4.1474,0.6300
02/11/1987,0,5.0191,0.5822
03/11/1987,0,3.6198,0.5584
04/11/1987,0,5.7560,0.5584
05/11/1987,10.7,4.1457,0.6300
06/11/1987,0,3.9574,0.6777
07/11/1987,0,2.7265,0.6300
08/11/1987,31.7,3.4463,0.6300
09/11/1987,0,5.3557,1.8367
10/11/1987,0,4.0498,0.8991
11/11/1987,0,3.9713,0.7255
12/11/1987,0,4.0676,0.6300
13/11/1987,2.4,4.4068,0.6061
14/11/1987,10.5,5.2718,0.6777
15/11/1987,1,7.0346,0.7503
16/11/1987,0,6.8507,0.7255
17/11/1987,0,5.1915,0.6300
18/11/1987,0,5.7918,0.5822
19/11/1987,0,6.5510,0.5345
20/11/1987,0,7.1151,0.5345
21/11/1987,0,6.6321,0.5345
22/11/1987,0,5.7323,0.5345
23/11/1987,0,5.5324,0.5106
24/11/1987,3.6,5.4943,0.5584
25/11/1987,4.4,5.2566,0.5822
26/11/1987,0,5.1586,0.5345
27/11/1987,0,4.7100,0.5345
28/11/1987,0,5.6382,0.5106
29/11/1987,0,6.5481,0.5106
30/11/1987,0.2,6.2998,0.4674
01/12/1987,9.1,5.5110,0.5106
02/12/1987,5.2,7.1559,0.6061
03/12/1987,27.1,5.3770,0.5345
04/12/1987,9.4,7.1846,1.2581
05/12/1987,0,7.2819,0.8247
06/12/1987,0,6.8286,0.6300
07/12/1987,0,7.2484,0.5345
08/12/1987,23.7,6.7823,0.5584
