CABra ID  	 511
ANA ID    	 65025000
Longitude 	 -49.513   	 dd
Latitude  	 -25.606   	 dd
Area      	 2302.42   	 km²
Elevation 	 924.00    	 m
 
p_ens, tmin_ens, tmax_ens, rh_ens, wnd_ens and srad_ens product are derived from the ENSEMBLE dataset
et_ens product is derived from the GLEAM dataset
pet_hg was estimated by Penman-Monteith method
pet_pm was estimated by Priestley & Taylor method
pet_hg was estimated by Hargreaves method
 
 Year	 Month	   Day	    p_ens	   tmin_ens	   tmax_ens	     rh_ens	    wnd_ens	   srad_ens	   et_ens	   pet_pm	   pet_pt	   pet_hg
     	      	      	       mm	         °C	         °C	          %	      m s¯¹	     MJ m¯²	       mm	       mm	       mm	       mm
 2001	     9	    27	    1.636	     13.564	     20.600	     87.389	      2.428	      7.463	    1.032	    2.348	    2.397	    1.434
 2001	     9	    28	    5.725	     14.042	     21.136	     83.961	      2.944	     10.328	    1.539	    2.876	    3.112	    2.013
 2001	     9	    29	    9.785	     13.934	     20.439	     86.448	      2.644	      8.897	    0.911	    2.528	    2.750	    1.714
 2001	     9	    30	    5.463	     14.163	     23.094	     82.315	      2.492	     10.305	    1.454	    3.126	    3.151	    2.068
 2001	    10	     1	   26.292	     15.556	     24.077	     84.907	      1.531	      8.845	    2.826	    2.685	    2.827	    1.833
 2001	    10	     2	   39.544	     14.623	     23.030	     79.882	      3.613	     18.024	    3.621	    4.367	    5.099	    3.638
 2001	    10	     3	    0.098	     12.591	     21.222	     72.546	      3.234	     22.044	    3.105	    4.734	    5.911	    4.217
 2001	    10	     4	    0.082	     11.418	     23.826	     69.592	      2.380	     24.423	    3.447	    5.643	    6.570	    4.765
 2001	    10	     5	    0.123	     10.897	     24.412	     74.324	      1.107	     23.932	    3.654	    5.434	    6.454	    4.672
 2001	    10	     6	    0.713	     14.081	     22.898	     77.207	      1.861	     16.091	    1.706	    3.936	    4.596	    3.216
 2001	    10	     7	    6.053	     13.983	     17.480	     92.016	      2.255	     15.472	    2.575	    3.050	    4.249	    2.858
 2001	    10	     8	   20.465	     14.259	     15.570	     94.344	      2.664	      6.126	    1.150	    1.376	    2.029	    1.104
 2001	    10	     9	   12.848	     13.832	     20.268	     92.491	      1.292	      8.459	    1.277	    2.297	    2.649	    1.624
 2001	    10	    10	    0.976	     15.489	     25.668	     76.545	      0.842	     19.743	    3.880	    4.703	    5.694	    4.173
 2001	    10	    11	    0.960	     14.833	     24.136	     85.661	      1.332	     16.532	    2.915	    4.061	    4.785	    3.395
 2001	    10	    12	    1.267	     16.016	     21.584	     89.593	      1.434	     17.288	    2.706	    3.852	    4.932	    3.485
 2001	    10	    13	    0.669	     16.152	     23.549	     83.088	      1.539	     19.080	    3.329	    4.409	    5.471	    3.957
 2001	    10	    14	    0.141	     15.406	     24.454	     83.601	      1.418	     19.343	    4.108	    4.596	    5.545	    4.020
 2001	    10	    15	    0.213	     14.573	     24.020	     80.587	      1.688	     23.652	    4.269	    5.348	    6.590	    4.832
 2001	    10	    16	    0.208	     14.510	     22.498	     79.234	      2.281	     21.238	    3.616	    4.722	    5.903	    4.246
 2001	    10	    17	    1.118	     14.394	     23.199	     82.892	      1.668	     16.828	    3.810	    4.071	    4.820	    3.391
 2001	    10	    18	    6.345	     14.297	     23.413	     86.361	      1.298	     19.661	    2.859	    4.551	    5.541	    3.969
 2001	    10	    19	    4.094	     15.990	     21.761	     88.661	      1.267	     13.278	    3.229	    3.177	    3.936	    2.682
 2001	    10	    20	   14.043	     15.181	     22.489	     84.597	      1.026	     19.119	    3.805	    4.315	    5.407	    3.857
 2001	    10	    21	    1.229	     13.837	     25.253	     82.323	      1.111	     19.103	    3.642	    4.646	    5.460	    3.931
 2001	    10	    22	    2.548	     15.373	     24.707	     69.654	      2.151	     22.500	    4.711	    5.259	    6.382	    4.689
 2001	    10	    23	    0.596	     11.565	     23.709	     61.272	      1.090	     26.974	    4.142	    5.897	    7.241	    5.263
 2001	    10	    24	    0.167	     12.366	     21.446	     77.849	      1.667	     21.590	    2.795	    4.712	    5.842	    4.126
 2001	    10	    25	    0.008	     11.078	     22.258	     80.195	      2.016	     26.979	    4.132	    5.762	    7.122	    5.121
 2001	    10	    26	    0.053	     12.249	     24.331	     78.026	      1.968	     26.831	    4.392	    6.065	    7.297	    5.333
 2001	    10	    27	    0.013	     11.805	     25.511	     77.793	      1.313	     27.168	    4.397	    6.221	    7.429	    5.455
 2001	    10	    28	    0.045	     12.648	     27.353	     73.804	      0.989	     26.812	    4.425	    6.308	    7.503	    5.582
 2001	    10	    29	    0.029	     14.561	     28.509	     73.405	      0.895	     26.338	    4.588	    6.318	    7.556	    5.706
 2001	    10	    30	    0.306	     15.688	     27.248	     75.421	      0.746	     23.392	    4.332	    5.561	    6.765	    5.059
 2001	    10	    31	    3.601	     15.861	     28.744	     68.748	      1.261	     24.061	    4.082	    5.996	    7.026	    5.314
 2001	    11	     1	    1.939	     15.791	     23.557	     80.803	      1.787	     18.123	    2.760	    4.292	    5.236	    3.741
 2001	    11	     2	    1.355	     13.662	     19.439	     80.802	      1.923	     14.080	    1.701	    3.179	    4.005	    2.664
 2001	    11	     3	    0.401	     11.427	     21.493	     73.546	      1.815	     12.564	    2.568	    3.339	    3.628	    2.371
 2001	    11	     4	    0.228	     12.929	     20.826	     81.462	      1.040	     13.176	    2.698	    3.169	    3.805	    2.516
 2001	    11	     5	    0.059	     12.712	     26.163	     73.472	      0.822	     26.301	    4.384	    6.034	    7.316	    5.395
 2001	    11	     6	    0.048	     13.554	     27.852	     70.608	      1.350	     25.693	    4.302	    6.278	    7.303	    5.449
 2001	    11	     7	    0.062	     15.743	     30.476	     69.870	      1.184	     24.934	    4.176	    6.377	    7.349	    5.618
 2001	    11	     8	    4.343	     18.134	     28.861	     76.345	      1.228	     21.107	    4.429	    5.358	    6.331	    4.801
 2001	    11	     9	    2.075	     17.161	     22.428	     85.180	      2.480	     16.717	    1.872	    3.789	    4.891	    3.461
 2001	    11	    10	    2.078	     17.344	     26.124	     84.180	      2.015	     18.497	    3.241	    4.675	    5.494	    4.028
 2001	    11	    11	   27.817	     18.659	     22.055	     89.596	      1.054	      8.745	    2.974	    2.262	    2.852	    1.838
 2001	    11	    12	   12.876	     16.276	     23.497	     85.982	      1.353	      9.395	    1.457	    2.665	    3.002	    1.950
 2001	    11	    13	    0.354	     13.325	     23.863	     81.005	      1.493	     15.423	    3.201	    3.956	    4.474	    3.091
 2001	    11	    14	    1.210	     15.211	     25.965	     81.785	      1.159	     19.153	    4.015	    4.726	    5.582	    4.050
 2001	    11	    15	    7.257	     18.205	     23.825	     89.467	      0.912	     10.363	    2.018	    2.719	    3.297	    2.215
 2001	    11	    16	    2.803	     16.252	     23.567	     86.005	      1.439	     14.186	    2.747	    3.551	    4.245	    2.946
 2001	    11	    17	    6.686	     14.728	     19.056	     94.184	      2.098	     12.230	    2.252	    2.765	    3.587	    2.337
 2001	    11	    18	    4.502	     13.637	     19.881	     86.911	      1.813	     15.778	    2.053	    3.515	    4.441	    3.003
 2001	    11	    19	    0.931	     15.364	     21.208	     88.071	      1.875	     18.456	    3.032	    4.041	    5.225	    3.668
 2001	    11	    20	    1.401	     17.060	     24.246	     85.650	      1.905	     20.186	    3.509	    4.692	    5.867	    4.275
 2001	    11	    21	    1.082	     18.059	     27.268	     82.370	      1.501	     22.523	    4.278	    5.488	    6.663	    5.019
 2001	    11	    22	    2.300	     18.976	     28.108	     79.400	      0.958	     22.481	    4.861	    5.482	    6.727	    5.119
 2001	    11	    23	    1.315	     17.418	     29.818	     76.301	      0.794	     24.794	    4.431	    6.112	    7.373	    5.656
 2001	    11	    24	    0.412	     20.232	     31.320	     74.635	      1.121	     26.203	    4.972	    6.613	    7.975	    6.289
 2001	    11	    25	    5.391	     18.766	     23.927	     87.694	      2.355	     21.367	    3.567	    4.711	    6.242	    4.606
 2001	    11	    26	    1.758	     18.593	     26.761	     84.028	      1.963	     24.297	    4.465	    5.750	    7.153	    5.417
 2001	    11	    27	    1.100	     17.689	     27.932	     78.112	      0.673	     22.813	    4.515	    5.502	    6.757	    5.103
 2001	    11	    28	    7.363	     18.708	     25.599	     88.157	      1.722	     14.264	    3.248	    3.700	    4.391	    3.139
 2001	    11	    29	   21.273	     17.688	     22.631	     89.786	      1.884	     15.308	    2.499	    3.564	    4.561	    3.201
 2001	    11	    30	   13.829	     16.375	     26.069	     84.229	      0.629	     12.398	    2.926	    3.263	    3.842	    2.666
 2001	    12	     1	    4.936	     12.973	     21.521	     67.838	      2.886	     28.789	    4.551	    5.805	    7.687	    5.559
 2001	    12	     2	    0.030	     10.812	     24.960	     72.855	      0.753	     28.991	    4.471	    6.381	    7.825	    5.698
 2001	    12	     3	    0.225	     12.913	     24.150	     75.470	      2.190	     29.092	    4.883	    6.416	    7.940	    5.821
 2001	    12	     4	    2.152	     15.188	     20.900	     88.266	      2.294	     15.661	    1.893	    3.545	    4.513	    3.093
 2001	    12	     5	    8.041	     15.398	     23.127	     86.799	      1.648	     16.376	    3.718	    3.953	    4.777	    3.343
 2001	    12	     6	   14.184	     18.059	     27.252	     76.279	      1.583	     17.744	    4.988	    4.589	    5.363	    3.954
 2001	    12	     7	    0.029	     16.451	     28.755	     69.474	      1.456	     23.353	    4.320	    5.915	    6.888	    5.198
 2001	    12	     8	    0.577	     16.695	     28.729	     78.826	      1.144	     21.984	    4.078	    5.551	    6.523	    4.906
 2001	    12	     9	    9.358	     16.108	     23.424	     91.391	      1.991	     11.838	    2.450	    3.201	    3.636	    2.449
 2001	    12	    10	    2.170	     17.097	     24.470	     87.329	      1.730	     16.182	    2.822	    4.009	    4.828	    3.439
 2001	    12	    11	    4.763	     17.471	     26.243	     86.058	      1.211	     14.228	    3.499	    3.759	    4.366	    3.108
 2001	    12	    12	    3.617	     18.752	     25.014	     87.442	      1.016	     11.136	    2.253	    2.957	    3.539	    2.434
 2001	    12	    13	   13.361	     18.828	     23.187	     90.336	      0.952	     11.782	    2.874	    2.927	    3.680	    2.518
 2001	    12	    14	   21.362	     18.362	     25.260	     87.111	      1.021	     14.316	    4.236	    3.614	    4.390	    3.123
 2001	    12	    15	    7.768	     17.518	     24.481	     86.955	      1.473	     15.185	    3.891	    3.782	    4.579	    3.245
 2001	    12	    16	    8.764	     16.458	     25.295	     84.656	      1.040	     14.947	    3.204	    3.807	    4.506	    3.184
 2001	    12	    17	    0.911	     16.761	     27.568	     71.753	      1.268	     26.337	    5.662	    6.275	    7.660	    5.797
 2001	    12	    18	    0.210	     16.389	     28.501	     70.570	      1.252	     28.989	    5.454	    6.922	    8.413	    6.426
 2001	    12	    19	    0.272	     17.261	     28.885	     75.684	      0.989	     25.735	    4.439	    6.264	    7.590	    5.793
 2001	    12	    20	    1.196	     19.693	     29.898	     77.068	      0.782	     23.436	    4.920	    5.819	    7.106	    5.498
 2001	    12	    21	   10.013	     20.285	     29.029	     81.409	      1.406	     19.073	    5.056	    4.931	    5.862	    4.460
 2001	    12	    22	   11.862	     19.901	     26.126	     86.275	      2.639	     13.873	    2.975	    3.684	    4.329	    3.119
 2001	    12	    23	   10.063	     16.188	     22.801	     91.046	      2.077	      9.459	    1.644	    2.714	    3.014	    1.944
 2001	    12	    24	    2.250	     14.368	     20.057	     78.290	      2.568	     18.135	    3.187	    3.844	    5.066	    3.497
 2001	    12	    25	    1.313	     12.817	     21.466	     82.017	      2.422	     19.524	    3.604	    4.419	    5.398	    3.757
 2001	    12	    26	    2.470	     14.596	     20.420	     84.929	      2.107	     18.659	    2.802	    3.996	    5.220	    3.629
 2001	    12	    27	    1.059	     14.943	     24.094	     85.122	      1.460	     21.952	    3.672	    5.072	    6.233	    4.512
 2001	    12	    28	    1.102	     16.801	     26.452	     81.208	      1.325	     19.188	    4.138	    4.779	    5.684	    4.166
 2001	    12	    29	    1.399	     17.892	     26.174	     82.119	      1.015	     16.279	    4.246	    4.096	    4.930	    3.571
 2001	    12	    30	    0.932	     17.964	     26.684	     79.729	      1.528	     19.977	    3.855	    4.938	    5.951	    4.415
 2001	    12	    31	    1.050	     17.447	     28.129	     73.417	      0.726	     24.565	    5.103	    5.893	    7.240	    5.492
 2002	     1	     1	    4.648	     19.006	     28.810	     79.023	      1.553	     22.190	    5.142	    5.605	    6.682	    5.097
 2002	     1	     2	    4.350	     18.488	     28.762	     65.528	      1.663	     28.900	    5.384	    6.935	    8.524	    6.593
 2002	     1	     3	    1.208	     17.249	     28.106	     74.217	      0.964	     25.278	    4.232	    6.079	    7.424	    5.635
 2002	     1	     4	    1.635	     17.586	     27.024	     78.214	      1.416	     23.237	    4.035	    5.605	    6.833	    5.133
 2002	     1	     5	    3.142	     18.272	     26.404	     82.084	      1.933	     18.955	    4.336	    4.734	    5.674	    4.191
 2002	     1	     6	    4.495	     18.209	     27.738	     81.322	      1.384	     17.288	    4.002	    4.518	    5.258	    3.883
 2002	     1	     7	    6.697	     18.564	     28.295	     81.855	      1.169	     24.026	    5.027	    5.857	    7.151	    5.456
 2002	     1	     8	    5.282	     17.577	     28.107	     80.666	      1.035	     21.729	    4.562	    5.380	    6.466	    4.864
 2002	     1	     9	    9.687	     18.129	     26.933	     84.750	      1.856	     18.615	    3.922	    4.751	    5.593	    4.135
 2002	     1	    10	   11.103	     17.677	     23.853	     86.474	      2.021	     12.116	    2.765	    3.183	    3.755	    2.573
 2002	     1	    11	    4.126	     17.907	     24.133	     89.991	      1.434	     11.218	    2.499	    2.982	    3.527	    2.398
 2002	     1	    12	   21.641	     17.068	     19.561	     94.913	      1.746	      7.545	    1.649	    1.901	    2.492	    1.501
 2002	     1	    13	   40.504	     17.047	     24.499	     91.319	      1.340	     10.165	    1.746	    2.859	    3.237	    2.159
 2002	     1	    14	   11.209	     19.162	     28.231	     82.228	      1.539	     22.231	    4.604	    5.519	    6.674	    5.081
 2002	     1	    15	    4.852	     16.954	     24.048	     85.184	      2.352	     17.688	    4.261	    4.251	    5.203	    3.731
 2002	     1	    16	    3.231	     13.592	     21.553	     75.338	      2.014	     21.262	    3.062	    4.649	    5.864	    4.142
 2002	     1	    17	    0.371	     12.566	     21.844	     74.949	      1.759	     22.246	    3.232	    4.896	    6.068	    4.289
 2002	     1	    18	    0.766	     14.324	     21.846	     77.737	      2.025	     20.030	    2.829	    4.456	    5.605	    3.959
 2002	     1	    19	    1.859	     15.108	     23.012	     82.439	      1.881	     18.009	    3.595	    4.248	    5.176	    3.656
 2002	     1	    20	    2.008	     16.554	     24.831	     84.139	      1.349	     16.196	    2.574	    4.038	    4.820	    3.433
 2002	     1	    21	    2.669	     18.559	     29.283	     78.257	      1.283	     24.212	    5.627	    6.032	    7.240	    5.564
 2002	     1	    22	   16.895	     19.885	     26.818	     85.629	      1.228	     13.522	    3.226	    3.563	    4.241	    3.066
 2002	     1	    23	   21.409	     18.852	     28.574	     81.277	      1.149	     19.801	    4.607	    5.026	    5.994	    4.527
 2002	     1	    24	   10.754	     17.877	     27.250	     84.493	      0.911	     18.572	    4.770	    4.626	    5.577	    4.129
 2002	     1	    25	   15.878	     19.141	     25.936	     81.642	      1.849	     11.886	    2.472	    3.282	    3.759	    2.641
 2002	     1	    26	    4.538	     19.552	     30.037	     76.395	      2.076	     23.816	    4.227	    6.171	    7.203	    5.589
 2002	     1	    27	    3.898	     19.896	     29.866	     78.667	      1.766	     23.780	    4.916	    6.054	    7.200	    5.590
 2002	     1	    28	    1.708	     20.684	     27.904	     79.165	      2.290	     16.957	    4.017	    4.436	    5.239	    3.933
 2002	     1	    29	   10.314	     18.676	     26.999	     80.755	      0.785	     16.219	    2.632	    4.087	    4.950	    3.631
 2002	     1	    30	    7.678	     20.039	     27.266	     85.195	      1.165	     16.462	    4.113	    4.175	    5.064	    3.759
 2002	     1	    31	    4.559	     20.342	     29.036	     79.119	      1.406	     21.041	    4.980	    5.310	    6.408	    4.924
 2002	     2	     1	    4.190	     19.711	     28.107	     77.593	      1.899	     17.769	    3.898	    4.653	    5.439	    4.083
 2002	     2	     2	    2.071	     17.578	     27.100	     71.523	      1.531	     25.471	    4.394	    6.037	    7.425	    5.629
 2002	     2	     3	    2.734	     15.454	     21.412	     80.875	      2.186	     17.263	    2.929	    3.855	    4.930	    3.445
 2002	     2	     4	    0.913	     14.199	     24.230	     75.264	      1.444	     22.330	    3.552	    5.165	    6.280	    4.552
 2002	     2	     5	    0.195	     14.090	     26.605	     73.284	      0.785	     26.010	    4.389	    6.023	    7.349	    5.465
 2002	     2	     6	    1.121	     16.789	     26.145	     78.211	      1.183	     18.949	    4.146	    4.661	    5.591	    4.099
 2002	     2	     7	    7.710	     17.225	     25.370	     80.444	      1.151	     15.673	    3.904	    3.933	    4.708	    3.374
 2002	     2	     8	    8.884	     17.310	     27.282	     79.370	      1.074	     21.190	    4.177	    5.182	    6.255	    4.680
 2002	     2	     9	    5.533	     17.433	     27.149	     78.689	      1.186	     22.093	    3.881	    5.356	    6.498	    4.878
 2002	     2	    10	    1.558	     16.946	     27.529	     71.681	      1.904	     25.713	    4.282	    6.208	    7.470	    5.670
 2002	     2	    11	    0.486	     16.952	     29.381	     69.483	      0.898	     26.182	    4.560	    6.369	    7.693	    5.908
 2002	     2	    12	    2.252	     17.994	     28.807	     78.377	      1.193	     21.490	    4.910	    5.419	    6.422	    4.877
 2002	     2	    13	    8.118	     18.610	     26.348	     85.358	      0.668	     11.966	    2.881	    3.149	    3.767	    2.655
 2002	     2	    14	   10.324	     17.993	     26.640	     79.336	      1.508	     15.530	    3.354	    4.070	    4.722	    3.432
 2002	     2	    15	    8.109	     17.231	     28.218	     81.604	      1.068	     21.802	    4.802	    5.401	    6.448	    4.867
 2002	     2	    16	    9.781	     17.850	     24.894	     86.749	      1.766	     16.262	    3.766	    4.017	    4.862	    3.508
 2002	     2	    17	    1.952	     16.633	     23.919	     83.624	      2.181	     19.442	    3.484	    4.529	    5.618	    4.077
 2002	     2	    18	    4.633	     16.404	     23.424	     83.979	      1.950	     16.047	    3.142	    3.878	    4.710	    3.332
 2002	     2	    19	    1.313	     16.239	     23.984	     81.259	      1.798	     18.166	    3.346	    4.328	    5.271	    3.793
 2002	     2	    20	    3.531	     16.371	     22.812	     87.893	      1.625	     11.406	    2.530	    2.969	    3.498	    2.349
 2002	     2	    21	   22.274	     17.772	     25.107	     90.669	      1.221	      9.101	    2.057	    2.643	    2.960	    1.967
 2002	     2	    22	   10.256	     18.722	     27.943	     82.707	      1.645	     19.951	    4.316	    5.055	    5.983	    4.521
 2002	     2	    23	    2.332	     17.241	     26.855	     72.592	      1.797	     24.882	    4.283	    5.904	    7.207	    5.461
 2002	     2	    24	    1.780	     16.687	     24.616	     81.882	      1.616	     18.699	    3.272	    4.468	    5.443	    3.960
 2002	     2	    25	    2.568	     16.495	     23.168	     82.415	      1.889	     16.729	    2.710	    3.945	    4.872	    3.467
 2002	     2	    26	    0.459	     14.868	     24.633	     82.606	      1.661	     17.407	    2.592	    4.340	    5.036	    3.599
 2002	     2	    27	    3.227	     18.200	     26.377	     85.735	      1.140	     14.652	    3.917	    3.784	    4.471	    3.235
 2002	     2	    28	    3.437	     17.556	     26.626	     80.652	      1.552	     17.066	    3.340	    4.374	    5.104	    3.748
 2002	     3	     1	    4.262	     18.210	     28.472	     80.831	      1.540	     21.327	    4.513	    5.395	    6.349	    4.833
 2002	     3	     2	    7.483	     18.920	     23.189	     92.573	      1.604	      8.202	    1.652	    2.258	    2.711	    1.755
 2002	     3	     3	    5.001	     18.392	     25.894	     85.784	      1.506	     15.709	    2.929	    3.977	    4.743	    3.456
 2002	     3	     4	    1.180	     18.713	     27.151	     82.321	      1.477	     20.297	    4.010	    4.981	    6.032	    4.554
 2002	     3	     5	    1.998	     19.399	     29.583	     78.668	      0.887	     21.300	    4.947	    5.330	    6.426	    4.962
 2002	     3	     6	   16.332	     19.195	     27.238	     86.052	      0.707	     13.772	    3.299	    3.555	    4.269	    3.113
 2002	     3	     7	    4.469	     18.921	     29.099	     79.626	      1.334	     19.503	    4.370	    5.035	    5.886	    4.491
 2002	     3	     8	    5.210	     19.460	     30.743	     74.363	      1.217	     21.558	    4.849	    5.593	    6.539	    5.094
 2002	     3	     9	    7.116	     19.375	     31.087	     78.118	      0.709	     22.293	    4.870	    5.620	    6.755	    5.284
 2002	     3	    10	    0.949	     19.676	     29.963	     79.823	      0.952	     23.142	    5.072	    5.754	    6.959	    5.432
 2002	     3	    11	    1.775	     18.251	     30.184	     77.039	      0.880	     24.164	    4.710	    5.989	    7.189	    5.592
 2002	     3	    12	    3.836	     20.420	     30.479	     80.173	      0.815	     19.920	    4.485	    5.077	    6.094	    4.745
 2002	     3	    13	    8.508	     19.384	     29.959	     78.220	      1.152	     21.293	    4.752	    5.424	    6.423	    4.981
 2002	     3	    14	   10.170	     19.973	     28.928	     79.427	      1.478	     15.155	    3.441	    4.130	    4.695	    3.527
 2002	     3	    15	    2.370	     18.170	     30.301	     78.483	      0.895	     22.221	    4.267	    5.602	    6.641	    5.145
 2002	     3	    16	    0.410	     19.260	     30.077	     78.502	      0.813	     22.680	    4.430	    5.632	    6.804	    5.305
 2002	     3	    17	    0.071	     19.362	     30.532	     77.628	      0.700	     23.022	    4.485	    5.711	    6.921	    5.421
 2002	     3	    18	    0.137	     20.221	     29.919	     79.555	      0.780	     20.268	    4.282	    5.088	    6.155	    4.785
 2002	     3	    19	    0.457	     18.963	     29.226	     80.498	      0.915	     20.441	    4.631	    5.116	    6.129	    4.717
 2002	     3	    20	    4.200	     20.217	     30.190	     76.282	      1.787	     19.217	    3.817	    5.148	    5.864	    4.552
 2002	     3	    21	    3.713	     17.334	     23.455	     88.128	      2.308	      9.895	    1.922	    2.772	    3.111	    2.082
 2002	     3	    22	    5.128	     16.508	     21.896	     88.988	      2.050	     12.835	    2.704	    3.086	    3.805	    2.616
 2002	     3	    23	    2.520	     16.136	     24.934	     84.156	      1.544	     14.668	    2.406	    3.777	    4.340	    3.097
 2002	     3	    24	    5.085	     19.011	     23.298	     91.650	      0.926	      9.314	    2.160	    2.414	    2.983	    1.998
 2002	     3	    25	    0.668	     17.764	     28.157	     81.069	      0.930	     19.236	    3.441	    4.789	    5.701	    4.319
 2002	     3	    26	    0.044	     17.276	     28.825	     78.706	      0.932	     21.100	    4.056	    5.235	    6.209	    4.747
 2002	     3	    27	    0.163	     18.305	     28.117	     79.569	      1.348	     20.430	    3.971	    5.093	    6.039	    4.615
 2002	     3	    28	    0.133	     19.468	     26.931	     81.423	      1.647	     17.966	    3.577	    4.453	    5.369	    4.056
 2002	     3	    29	    0.484	     19.646	     29.148	     78.751	      1.465	     19.303	    3.698	    4.964	    5.814	    4.487
 2002	     3	    30	    0.140	     19.928	     30.790	     70.114	      1.901	     22.546	    4.091	    5.918	    6.789	    5.359
 2002	     3	    31	    0.003	     19.191	     30.643	     67.588	      1.509	     21.542	    3.807	    5.638	    6.469	    5.069
 2002	     4	     1	    7.566	     19.169	     27.654	     81.038	      1.199	     14.480	    3.051	    3.813	    4.428	    3.287
 2002	     4	     2	   14.190	     18.673	     25.967	     88.193	      0.909	     10.403	    2.617	    2.825	    3.289	    2.299
 2002	     4	     3	   11.828	     18.308	     24.852	     89.796	      1.165	     11.236	    2.607	    2.952	    3.482	    2.437
 2002	     4	     4	    7.092	     17.987	     22.761	     90.220	      1.924	     10.448	    1.873	    2.666	    3.232	    2.196
 2002	     4	     5	    5.451	     17.250	     21.141	     90.225	      1.940	      9.517	    2.585	    2.358	    2.951	    1.938
 2002	     4	     6	    6.857	     16.915	     22.815	     88.249	      1.533	     10.417	    2.399	    2.716	    3.199	    2.161
 2002	     4	     7	    4.016	     16.779	     23.575	     85.734	      1.718	     13.383	    2.576	    3.344	    3.961	    2.799
 2002	     4	     8	    1.811	     16.476	     24.368	     86.172	      1.414	     14.605	    2.552	    3.633	    4.282	    3.075
 2002	     4	     9	    0.160	     16.223	     25.639	     82.125	      0.940	     16.791	    2.698	    4.088	    4.871	    3.582
 2002	     4	    10	    0.020	     16.696	     26.658	     82.479	      1.054	     19.352	    3.440	    4.682	    5.588	    4.208
 2002	     4	    11	    0.069	     17.100	     28.151	     78.241	      0.944	     19.797	    3.544	    4.882	    5.777	    4.408
 2002	     4	    12	    0.219	     17.539	     29.541	     75.496	      1.118	     18.452	    3.290	    4.809	    5.480	    4.201
 2002	     4	    13	    1.688	     18.129	     22.999	     92.643	      2.067	      7.834	    1.619	    2.241	    2.557	    1.655
 2002	     4	    14	    1.810	     17.268	     23.631	     88.491	      1.420	      9.086	    1.737	    2.523	    2.869	    1.914
 2002	     4	    15	    0.333	     18.056	     26.735	     85.266	      0.859	     13.534	    2.433	    3.483	    4.093	    2.996
 2002	     4	    16	    0.785	     19.018	     27.528	     83.217	      1.229	     16.637	    3.089	    4.203	    4.965	    3.764
 2002	     4	    17	    0.066	     18.666	     29.659	     74.812	      1.638	     18.326	    3.317	    4.907	    5.475	    4.235
 2002	     4	    18	    3.859	     18.364	     24.391	     87.765	      1.238	      9.358	    2.540	    2.550	    2.961	    2.019
 2002	     4	    19	    9.392	     18.244	     24.254	     89.164	      1.674	     10.744	    2.740	    2.845	    3.311	    2.311
 2002	     4	    20	    0.502	     17.932	     28.260	     79.462	      1.617	     14.498	    3.358	    4.034	    4.370	    3.266
 2002	     4	    21	    0.818	     15.689	     21.628	     90.350	      1.450	      8.085	    1.003	    2.239	    2.552	    1.623
 2002	     4	    22	    1.179	     16.045	     21.993	     89.847	      1.802	      8.234	    1.281	    2.323	    2.598	    1.670
 2002	     4	    23	    0.457	     18.059	     27.019	     80.424	      1.264	     16.353	    3.040	    4.123	    4.822	    3.633
 2002	     4	    24	    0.041	     16.965	     28.267	     75.435	      1.247	     15.454	    2.749	    4.135	    4.585	    3.440
 2002	     4	    25	    0.041	     18.542	     29.713	     67.952	      1.618	     18.402	    2.963	    4.915	    5.469	    4.250
 2002	     4	    26	    0.240	     18.394	     27.915	     75.120	      0.840	     14.048	    2.067	    3.643	    4.239	    3.169
 2002	     4	    27	    1.253	     14.853	     22.673	     88.744	      1.342	      8.998	    1.213	    2.521	    2.764	    1.811
 2002	     4	    28	    0.502	     14.134	     22.649	     83.993	      1.268	     10.738	    2.165	    2.831	    3.166	    2.140
 2002	     4	    29	    1.063	     15.762	     26.566	     80.039	      1.667	     14.774	    2.620	    3.993	    4.308	    3.171
 2002	     4	    30	    8.796	     17.865	     24.913	     81.920	      1.838	     13.067	    2.790	    3.361	    3.885	    2.821
 2002	     5	     1	    5.075	     15.982	     22.229	     88.579	      1.607	      9.600	    1.967	    2.548	    2.917	    1.951
 2002	     5	     2	   16.655	     16.323	     21.738	     91.838	      1.003	      7.546	    2.263	    2.055	    2.415	    1.531
 2002	     5	     3	    3.206	     16.029	     23.453	     84.694	      0.988	     11.632	    2.078	    2.915	    3.437	    2.406
 2002	     5	     4	    0.467	     15.588	     23.656	     86.662	      0.586	     11.631	    1.719	    2.859	    3.426	    2.396
 2002	     5	     5	    1.070	     16.590	     21.968	     89.822	      1.577	      6.751	    1.654	    1.994	    2.223	    1.379
 2002	     5	     6	   13.629	     16.540	     22.278	     90.458	      1.257	      7.163	    2.051	    2.054	    2.325	    1.468
 2002	     5	     7	    5.052	     16.122	     20.768	     95.429	      1.460	      5.909	    1.253	    1.752	    2.000	    1.179
 2002	     5	     8	    7.406	     16.243	     22.931	     89.227	      0.522	      8.678	    2.025	    2.248	    2.695	    1.787
 2002	     5	     9	    3.711	     15.473	     19.198	     93.326	      1.373	      6.399	    0.976	    1.719	    2.087	    1.238
 2002	     5	    10	    0.607	     15.239	     22.425	     87.047	      1.344	      9.955	    1.393	    2.618	    2.972	    2.009
 2002	     5	    11	    0.026	     15.123	     24.430	     85.115	      0.901	     14.070	    2.306	    3.427	    4.014	    2.912
